STDR_YM_CD,RD_LINK_ID,SIGNGU_CD,ADSTRD_CD,DAYWEEK_CD,AGRDE_CD,TMZON_CD,FLPOP_CO
201507,124101,11560,11560540,2,10,01,0
201507,124101,11560,11560540,2,10,02,2
201507,124101,11560,11560540,2,10,03,3
201507,124101,11560,11560540,2,10,04,2
201507,124101,11560,11560540,2,10,05,1
201507,124101,11560,11560540,2,10,06,0
201507,124101,11560,11560540,2,20,00,45
201507,124101,11560,11560540,2,20,01,2
201507,124101,11560,11560540,2,20,02,2
201507,124101,11560,11560540,2,20,03,11
201507,124101,11560,11560540,2,20,04,11
201507,124101,11560,11560540,2,20,05,15
201507,124101,11560,11560540,2,20,06,5
201507,124101,11560,11560540,2,30,00,80
201507,124101,11560,11560540,2,30,01,4
201507,124101,11560,11560540,2,30,02,11
201507,124101,11560,11560540,2,30,03,21
201507,124101,11560,11560540,2,30,04,19
201507,124101,11560,11560540,2,30,05,20
201507,124101,11560,11560540,2,30,06,6
201507,124101,11560,11560540,2,40,00,69
201507,124101,11560,11560540,2,40,01,2
201507,124101,11560,11560540,2,40,02,12
201507,124101,11560,11560540,2,40,03,19
201507,124101,11560,11560540,2,40,04,17
201507,124101,11560,11560540,2,40,05,15
201507,124101,11560,11560540,2,40,06,3
201507,124101,11560,11560540,2,50,00,56
201507,124101,11560,11560540,2,50,01,1
201507,124101,11560,11560540,2,50,02,10
201507,124101,11560,11560540,2,50,03,16
201507,124101,11560,11560540,2,50,04,15
201507,124101,11560,11560540,2,50,05,11
201507,124101,11560,11560540,2,50,06,2
201507,124101,11560,11560540,2,60,00,36
201507,124101,11560,11560540,2,60,01,0
201507,124101,11560,11560540,2,60,02,8
201507,124101,11560,11560540,2,60,03,14
201507,124101,11560,11560540,2,60,04,9
201507,124101,11560,11560540,2,60,05,5
201507,124101,11560,11560540,2,60,06,0
201507,124102,11560,11560540,1,00,00,1242
201507,124102,11560,11560540,1,00,01,7
201507,124102,11560,11560540,1,00,02,215
201507,124102,11560,11560540,1,00,03,325
201507,124102,11560,11560540,1,00,04,342
201507,124102,11560,11560540,1,00,05,292
201507,124102,11560,11560540,1,00,06,62
201507,124102,11560,11560540,1,10,00,2
201507,124102,11560,11560540,1,10,01,0
201507,124102,11560,11560540,1,10,02,0
201507,124102,11560,11560540,1,10,03,0
201507,124102,11560,11560540,1,10,04,1
201507,124102,11560,11560540,1,10,05,1
201507,124102,11560,11560540,1,10,06,0
201507,124102,11560,11560540,1,20,00,151
201507,124102,11560,11560540,1,20,01,1
201507,124102,11560,11560540,1,20,02,24
201507,124102,11560,11560540,1,20,03,38
201507,124102,11560,11560540,1,20,04,39
201507,124102,11560,11560540,1,20,05,40
201507,124102,11560,11560540,1,20,06,9
201507,124102,11560,11560540,1,30,00,385
201507,124102,11560,11560540,1,30,01,3
201507,124102,11560,11560540,1,30,02,66
201507,124102,11560,11560540,1,30,03,99
201507,124102,11560,11560540,1,30,04,104
201507,124102,11560,11560540,1,30,05,95
201507,124102,11560,11560540,1,30,06,20
201507,124102,11560,11560540,1,40,00,360
201507,124102,11560,11560540,1,40,01,2
201507,124102,11560,11560540,1,40,02,62
201507,124102,11560,11560540,1,40,03,93
201507,124102,11560,11560540,1,40,04,101
201507,124102,11560,11560540,1,40,05,84
201507,124102,11560,11560540,1,40,06,19
201507,124102,11560,11560540,1,50,00,245
201507,124102,11560,11560540,1,50,01,1
201507,124102,11560,11560540,1,50,02,44
201507,124102,11560,11560540,1,50,03,63
201507,124102,11560,11560540,1,50,04,69
201507,124102,11560,11560540,1,50,05,54
201507,124102,11560,11560540,1,50,06,12
201507,124102,11560,11560540,1,60,00,99
201507,124102,11560,11560540,1,60,01,0
201507,124102,11560,11560540,1,60,02,19
201507,124102,11560,11560540,1,60,03,30
201507,124102,11560,11560540,1,60,04,29
201507,124102,11560,11560540,1,60,05,18
201507,124102,11560,11560540,1,60,06,3
201507,124102,11560,11560540,2,00,00,267
201507,124102,11560,11560540,2,00,01,4
201507,124102,11560,11560540,2,00,02,37
201507,124102,11560,11560540,2,00,03,85
201507,124102,11560,11560540,2,00,04,71
201507,124102,11560,11560540,2,00,05,58
201507,124102,11560,11560540,2,00,06,14
201507,124102,11560,11560540,2,10,00,4
201507,124102,11560,11560540,2,10,01,0
201507,124102,11560,11560540,2,10,02,1
201507,124102,11560,11560540,2,10,03,2
201507,124102,11560,11560540,2,10,04,1
201507,124102,11560,11560540,2,10,05,0
201507,124102,11560,11560540,2,10,06,0
201507,124102,11560,11560540,2,20,00,36
201507,124102,11560,11560540,2,20,01,1
201507,124102,11560,11560540,2,20,02,2
201507,124102,11560,11560540,2,20,03,10
201507,124102,11560,11560540,2,20,04,10
201507,124102,11560,11560540,2,20,05,11
201507,124102,11560,11560540,2,20,06,3
201507,124102,11560,11560540,2,30,00,72
201507,124102,11560,11560540,2,30,01,2
201507,124102,11560,11560540,2,30,02,9
201507,124102,11560,11560540,2,30,03,22
201507,124102,11560,11560540,2,30,04,18
201507,124102,11560,11560540,2,30,05,17
201507,124102,11560,11560540,2,30,06,5
201507,124102,11560,11560540,2,40,00,66
201507,124102,11560,11560540,2,40,01,1
201507,124102,11560,11560540,2,40,02,10
201507,124102,11560,11560540,2,40,03,20
201507,124102,11560,11560540,2,40,04,18
201507,124102,11560,11560540,2,40,05,14
201507,124102,11560,11560540,2,40,06,3
201507,124102,11560,11560540,2,50,00,57
201507,124102,11560,11560540,2,50,01,1
201507,124102,11560,11560540,2,50,02,9
201507,124102,11560,11560540,2,50,03,18
201507,124102,11560,11560540,2,50,04,15
201507,124102,11560,11560540,2,50,05,11
201507,124102,11560,11560540,2,50,06,2
201507,124102,11560,11560540,2,60,00,32
201507,124102,11560,11560540,2,60,01,0
201507,124102,11560,11560540,2,60,02,6
201507,124102,11560,11560540,2,60,03,13
201507,124102,11560,11560540,2,60,04,9
201507,124102,11560,11560540,2,60,05,4
201507,124102,11560,11560540,2,60,06,0
201507,124276,11560,11560540,1,00,00,1821
201507,124276,11560,11560540,1,00,01,12
201507,124276,11560,11560540,1,00,02,302
201507,124276,11560,11560540,1,00,03,458
201507,124276,11560,11560540,1,00,04,496
201507,124276,11560,11560540,1,00,05,457
201507,124276,11560,11560540,1,00,06,96
201507,124276,11560,11560540,1,10,00,10
201507,124276,11560,11560540,1,10,01,0
201507,124276,11560,11560540,1,10,02,1
201507,124276,11560,11560540,1,10,03,2
201507,124276,11560,11560540,1,10,04,3
201507,124276,11560,11560540,1,10,05,3
201507,124276,11560,11560540,1,10,06,0
201507,124276,11560,11560540,1,20,00,319
201507,124276,11560,11560540,1,20,01,3
201507,124276,11560,11560540,1,20,02,50
201507,124276,11560,11560540,1,20,03,76
201507,124276,11560,11560540,1,20,04,80
201507,124276,11560,11560540,1,20,05,89
201507,124276,11560,11560540,1,20,06,22
201507,124276,11560,11560540,1,30,00,550
201507,124276,11560,11560540,1,30,01,5
201507,124276,11560,11560540,1,30,02,87
201507,124276,11560,11560540,1,30,03,135
201507,124276,11560,11560540,1,30,04,147
201507,124276,11560,11560540,1,30,05,147
201507,124276,11560,11560540,1,30,06,29
201507,124276,11560,11560540,1,40,00,483
201507,124276,11560,11560540,1,40,01,2
201507,124276,11560,11560540,1,40,02,78
201507,124276,11560,11560540,1,40,03,122
201507,124276,11560,11560540,1,40,04,135
201507,124276,11560,11560540,1,40,05,120
201507,124276,11560,11560540,1,40,06,25
201507,124276,11560,11560540,1,50,00,314
201507,124276,11560,11560540,1,50,01,2
201507,124276,11560,11560540,1,50,02,57
201507,124276,11560,11560540,1,50,03,82
201507,124276,11560,11560540,1,50,04,88
201507,124276,11560,11560540,1,50,05,70
201507,124276,11560,11560540,1,50,06,15
201507,124276,11560,11560540,1,60,00,144
201507,124276,11560,11560540,1,60,01,0
201507,124276,11560,11560540,1,60,02,28
201507,124276,11560,11560540,1,60,03,40
201507,124276,11560,11560540,1,60,04,43
201507,124276,11560,11560540,1,60,05,28
201507,124276,11560,11560540,1,60,06,4
201507,124276,11560,11560540,2,00,00,375
201507,124276,11560,11560540,2,00,01,11
201507,124276,11560,11560540,2,00,02,52
201507,124276,11560,11560540,2,00,03,96
201507,124276,11560,11560540,2,00,04,98
201507,124276,11560,11560540,2,00,05,89
201507,124276,11560,11560540,2,00,06,29
201507,124276,11560,11560540,2,10,00,8
201507,124276,11560,11560540,2,10,01,0
201507,124276,11560,11560540,2,10,02,1
201507,124276,11560,11560540,2,10,03,3
201507,124276,11560,11560540,2,10,04,3
201507,124276,11560,11560540,2,10,05,1
201507,124276,11560,11560540,2,10,06,0
201507,124276,11560,11560540,2,20,00,76
201507,124276,11560,11560540,2,20,01,3
201507,124276,11560,11560540,2,20,02,9
201507,124276,11560,11560540,2,20,03,15
201507,124276,11560,11560540,2,20,04,18
201507,124276,11560,11560540,2,20,05,21
201507,124276,11560,11560540,2,20,06,11
201507,124276,11560,11560540,2,30,00,100
201507,124276,11560,11560540,2,30,01,4
201507,124276,11560,11560540,2,30,02,12
201507,124276,11560,11560540,2,30,03,24
201507,124276,11560,11560540,2,30,04,27
201507,124276,11560,11560540,2,30,05,25
201507,124276,11560,11560540,2,30,06,9
201507,124276,11560,11560540,2,40,00,88
201507,124276,11560,11560540,2,40,01,2
201507,124276,11560,11560540,2,40,02,13
201507,124276,11560,11560540,2,40,03,23
201507,124276,11560,11560540,2,40,04,24
201507,124276,11560,11560540,2,40,05,21
201507,124276,11560,11560540,2,40,06,5
201507,124276,11560,11560540,2,50,00,69
201507,124276,11560,11560540,2,50,01,2
201507,124276,11560,11560540,2,50,02,12
201507,124276,11560,11560540,2,50,03,19
201507,124276,11560,11560540,2,50,04,18
201507,124276,11560,11560540,2,50,05,15
201507,124276,11560,11560540,2,50,06,4
201507,124276,11560,11560540,2,60,00,34
201507,124276,11560,11560540,2,60,01,0
201507,124276,11560,11560540,2,60,02,5
201507,124276,11560,11560540,2,60,03,12
201507,124276,11560,11560540,2,60,04,9
201507,124276,11560,11560540,2,60,05,6
201507,124276,11560,11560540,2,60,06,1
201507,124279,11560,11560540,1,00,00,487
201507,124279,11560,11560540,1,00,01,3
201507,124279,11560,11560540,1,00,02,76
201507,124279,11560,11560540,1,00,03,126
201507,124279,11560,11560540,1,00,04,125
201507,124279,11560,11560540,1,00,05,126
201507,124279,11560,11560540,1,00,06,31
201507,124279,11560,11560540,1,10,00,0
201507,124279,11560,11560540,1,10,01,0
201507,124279,11560,11560540,1,10,02,0
201507,124279,11560,11560540,1,10,03,0
201507,124279,11560,11560540,1,10,04,0
201507,124279,11560,11560540,1,10,05,0
201507,124279,11560,11560540,1,10,06,0
201507,124279,11560,11560540,1,20,00,70
201507,124279,11560,11560540,1,20,01,0
201507,124279,11560,11560540,1,20,02,10
201507,124279,11560,11560540,1,20,03,17
201507,124279,11560,11560540,1,20,04,17
201507,124279,11560,11560540,1,20,05,20
201507,124279,11560,11560540,1,20,06,5
201507,124279,11560,11560540,1,30,00,158
201507,124279,11560,11560540,1,30,01,1
201507,124279,11560,11560540,1,30,02,25
201507,124279,11560,11560540,1,30,03,39
201507,124279,11560,11560540,1,30,04,38
201507,124279,11560,11560540,1,30,05,43
201507,124279,11560,11560540,1,30,06,11
201507,124279,11560,11560540,1,40,00,146
201507,124279,11560,11560540,1,40,01,1
201507,124279,11560,11560540,1,40,02,23
201507,124279,11560,11560540,1,40,03,37
201507,124279,11560,11560540,1,40,04,38
201507,124279,11560,11560540,1,40,05,38
201507,124279,11560,11560540,1,40,06,9
201507,124279,11560,11560540,1,50,00,86
201507,124279,11560,11560540,1,50,01,0
201507,124279,11560,11560540,1,50,02,14
201507,124279,11560,11560540,1,50,03,23
201507,124279,11560,11560540,1,50,04,24
201507,124279,11560,11560540,1,50,05,20
201507,124279,11560,11560540,1,50,06,5
201507,124279,11560,11560540,1,60,00,27
201507,124279,11560,11560540,1,60,01,0
201507,124279,11560,11560540,1,60,02,4
201507,124279,11560,11560540,1,60,03,9
201507,124279,11560,11560540,1,60,04,9
201507,124279,11560,11560540,1,60,05,4
201507,124279,11560,11560540,1,60,06,1
201507,124279,11560,11560540,2,00,00,87
201507,124279,11560,11560540,2,00,01,2
201507,124279,11560,11560540,2,00,02,8
201507,124279,11560,11560540,2,00,03,27
201507,124279,11560,11560540,2,00,04,26
201507,124279,11560,11560540,2,00,05,22
201507,124279,11560,11560540,2,00,06,2
201507,124279,11560,11560540,2,10,00,0
201507,124279,11560,11560540,2,10,01,0
201507,124279,11560,11560540,2,10,02,0
201507,124279,11560,11560540,2,10,03,0
201507,124279,11560,11560540,2,10,04,0
201507,124279,11560,11560540,2,10,05,0
201507,124279,11560,11560540,2,10,06,0
201507,124279,11560,11560540,2,20,00,14
201507,124279,11560,11560540,2,20,01,0
201507,124279,11560,11560540,2,20,02,0
201507,124279,11560,11560540,2,20,03,3
201507,124279,11560,11560540,2,20,04,3
201507,124279,11560,11560540,2,20,05,6
201507,124279,11560,11560540,2,20,06,1
201507,124279,11560,11560540,2,30,00,30
201507,124279,11560,11560540,2,30,01,1
201507,124279,11560,11560540,2,30,02,2
201507,124279,11560,11560540,2,30,03,8
201507,124279,11560,11560540,2,30,04,9
201507,124279,11560,11560540,2,30,05,8
201507,124279,11560,11560540,2,30,06,1
201507,124279,11560,11560540,2,40,00,23
201507,124279,11560,11560540,2,40,01,0
201507,124279,11560,11560540,2,40,02,3
201507,124279,11560,11560540,2,40,03,7
201507,124279,11560,11560540,2,40,04,7
201507,124279,11560,11560540,2,40,05,5
201507,124279,11560,11560540,2,40,06,0
201507,124279,11560,11560540,2,50,00,16
201507,124279,11560,11560540,2,50,01,0
201507,124279,11560,11560540,2,50,02,2
201507,124279,11560,11560540,2,50,03,5
201507,124279,11560,11560540,2,50,04,5
201507,124279,11560,11560540,2,50,05,3
201507,124279,11560,11560540,2,50,06,0
201507,124279,11560,11560540,2,60,00,5
201507,124279,11560,11560540,2,60,01,0
201507,124279,11560,11560540,2,60,02,1
201507,124279,11560,11560540,2,60,03,3
201507,124279,11560,11560540,2,60,04,1
201507,124279,11560,11560540,2,60,05,0
201507,124279,11560,11560540,2,60,06,0
201507,124280,11560,11560540,1,00,00,792
201507,124280,11560,11560540,1,00,01,6
201507,124280,11560,11560540,1,00,02,114
201507,124280,11560,11560540,1,00,03,214
201507,124280,11560,11560540,1,00,04,196
201507,124280,11560,11560540,1,00,05,202
201507,124280,11560,11560540,1,00,06,61
201507,124280,11560,11560540,1,10,00,0
201507,124280,11560,11560540,1,10,01,0
201507,124280,11560,11560540,1,10,02,0
201507,124280,11560,11560540,1,10,03,0
201507,124280,11560,11560540,1,10,04,0
201507,124280,11560,11560540,1,10,05,0
201507,124280,11560,11560540,1,10,06,0
201507,124280,11560,11560540,1,20,00,114
201507,124280,11560,11560540,1,20,01,1
201507,124280,11560,11560540,1,20,02,16
201507,124280,11560,11560540,1,20,03,29
201507,124280,11560,11560540,1,20,04,27
201507,124280,11560,11560540,1,20,05,33
201507,124280,11560,11560540,1,20,06,9
201507,124280,11560,11560540,1,30,00,249
201507,124280,11560,11560540,1,30,01,3
201507,124280,11560,11560540,1,30,02,37
201507,124280,11560,11560540,1,30,03,65
201507,124280,11560,11560540,1,30,04,57
201507,124280,11560,11560540,1,30,05,67
201507,124280,11560,11560540,1,30,06,21
201507,124280,11560,11560540,1,40,00,225
201507,124280,11560,11560540,1,40,01,2
201507,124280,11560,11560540,1,40,02,31
201507,124280,11560,11560540,1,40,03,61
201507,124280,11560,11560540,1,40,04,55
201507,124280,11560,11560540,1,40,05,57
201507,124280,11560,11560540,1,40,06,18
201507,124280,11560,11560540,1,50,00,152
201507,124280,11560,11560540,1,50,01,1
201507,124280,11560,11560540,1,50,02,22
201507,124280,11560,11560540,1,50,03,42
201507,124280,11560,11560540,1,50,04,40
201507,124280,11560,11560540,1,50,05,36
201507,124280,11560,11560540,1,50,06,11
201507,124280,11560,11560540,1,60,00,52
201507,124280,11560,11560540,1,60,01,0
201507,124280,11560,11560540,1,60,02,8
201507,124280,11560,11560540,1,60,03,18
201507,124280,11560,11560540,1,60,04,16
201507,124280,11560,11560540,1,60,05,9
201507,124280,11560,11560540,1,60,06,2
201507,124280,11560,11560540,2,00,00,149
201507,124280,11560,11560540,2,00,01,3
201507,124280,11560,11560540,2,00,02,15
201507,124280,11560,11560540,2,00,03,50
201507,124280,11560,11560540,2,00,04,44
201507,124280,11560,11560540,2,00,05,35
201507,124280,11560,11560540,2,00,06,2
201507,124280,11560,11560540,2,10,00,1
201507,124280,11560,11560540,2,10,01,0
201507,124280,11560,11560540,2,10,02,0
201507,124280,11560,11560540,2,10,03,1
201507,124280,11560,11560540,2,10,04,0
201507,124280,11560,11560540,2,10,05,0
201507,124280,11560,11560540,2,10,06,0
201507,124280,11560,11560540,2,20,00,20
201507,124280,11560,11560540,2,20,01,0
201507,124280,11560,11560540,2,20,02,0
201507,124280,11560,11560540,2,20,03,6
201507,124280,11560,11560540,2,20,04,6
201507,124280,11560,11560540,2,20,05,7
201507,124280,11560,11560540,2,20,06,0
201507,124280,11560,11560540,2,30,00,49
201507,124280,11560,11560540,2,30,01,2
201507,124280,11560,11560540,2,30,02,4
201507,124280,11560,11560540,2,30,03,15
201507,124280,11560,11560540,2,30,04,14
201507,124280,11560,11560540,2,30,05,13
201507,124280,11560,11560540,2,30,06,1
201507,124280,11560,11560540,2,40,00,39
201507,124280,11560,11560540,2,40,01,1
201507,124280,11560,11560540,2,40,02,5
201507,124280,11560,11560540,2,40,03,13
201507,124280,11560,11560540,2,40,04,11
201507,124280,11560,11560540,2,40,05,9
201507,124280,11560,11560540,2,40,06,0
201507,124280,11560,11560540,2,50,00,29
201507,124280,11560,11560540,2,50,01,1
201507,124280,11560,11560540,2,50,02,4
201507,124280,11560,11560540,2,50,03,10
201507,124280,11560,11560540,2,50,04,9
201507,124280,11560,11560540,2,50,05,5
201507,124280,11560,11560540,2,50,06,0
201507,124280,11560,11560540,2,60,00,11
201507,124280,11560,11560540,2,60,01,0
201507,124280,11560,11560540,2,60,02,2
201507,124280,11560,11560540,2,60,03,5
201507,124280,11560,11560540,2,60,04,3
201507,124280,11560,11560540,2,60,05,1
201507,124280,11560,11560540,2,60,06,0
201507,124313,11560,11560540,1,00,00,91
201507,124313,11560,11560540,1,00,01,0
201507,124313,11560,11560540,1,00,02,14
201507,124313,11560,11560540,1,00,03,21
201507,124313,11560,11560540,1,00,04,23
201507,124313,11560,11560540,1,00,05,26
201507,124313,11560,11560540,1,00,06,6
201507,124313,11560,11560540,1,10,00,1
201507,124313,11560,11560540,1,10,01,0
201507,124313,11560,11560540,1,10,02,0
201507,124313,11560,11560540,1,10,03,0
201507,124313,11560,11560540,1,10,04,0
201507,124313,11560,11560540,1,10,05,0
201507,124313,11560,11560540,1,10,06,0
201507,124313,11560,11560540,1,20,00,10
201507,124313,11560,11560540,1,20,01,0
201507,124313,11560,11560540,1,20,02,1
201507,124313,11560,11560540,1,20,03,2
201507,124313,11560,11560540,1,20,04,2
201507,124313,11560,11560540,1,20,05,3
201507,124313,11560,11560540,1,20,06,1
201507,124313,11560,11560540,1,30,00,26
201507,124313,11560,11560540,1,30,01,0
201507,124313,11560,11560540,1,30,02,4
201507,124313,11560,11560540,1,30,03,6
201507,124313,11560,11560540,1,30,04,6
201507,124313,11560,11560540,1,30,05,8
201507,124313,11560,11560540,1,30,06,2
201507,124313,11560,11560540,1,40,00,28
201507,124313,11560,11560540,1,40,01,0
201507,124313,11560,11560540,1,40,02,4
201507,124313,11560,11560540,1,40,03,7
201507,124313,11560,11560540,1,40,04,8
201507,124313,11560,11560540,1,40,05,8
201507,124313,11560,11560540,1,40,06,1
201507,124313,11560,11560540,1,50,00,19
201507,124313,11560,11560540,1,50,01,0
201507,124313,11560,11560540,1,50,02,3
201507,124313,11560,11560540,1,50,03,5
201507,124313,11560,11560540,1,50,04,5
201507,124313,11560,11560540,1,50,05,5
201507,124313,11560,11560540,1,50,06,1
201507,124313,11560,11560540,1,60,00,8
201507,124313,11560,11560540,1,60,01,0
201507,124313,11560,11560540,1,60,02,2
201507,124313,11560,11560540,1,60,03,2
201507,124313,11560,11560540,1,60,04,2
201507,124313,11560,11560540,1,60,05,2
201507,124313,11560,11560540,1,60,06,0
201507,124313,11560,11560540,2,00,00,37
201507,124313,11560,11560540,2,00,01,1
201507,124313,11560,11560540,2,00,02,5
201507,124313,11560,11560540,2,00,03,9
201507,124313,11560,11560540,2,00,04,9
201507,124313,11560,11560540,2,00,05,10
201507,124313,11560,11560540,2,00,06,3
201507,124313,11560,11560540,2,10,00,2
201507,124313,11560,11560540,2,10,01,0
201507,124313,11560,11560540,2,10,02,0
201507,124313,11560,11560540,2,10,03,0
201507,124313,11560,11560540,2,10,04,0
201507,124313,11560,11560540,2,10,05,1
201507,124313,11560,11560540,2,10,06,0
201507,124313,11560,11560540,2,20,00,6
201507,124313,11560,11560540,2,20,01,0
201507,124313,11560,11560540,2,20,02,0
201507,124313,11560,11560540,2,20,03,1
201507,124313,11560,11560540,2,20,04,1
201507,124313,11560,11560540,2,20,05,2
201507,124313,11560,11560540,2,20,06,1
201507,124313,11560,11560540,2,30,00,9
201507,124313,11560,11560540,2,30,01,0
201507,124313,11560,11560540,2,30,02,1
201507,124313,11560,11560540,2,30,03,2
201507,124313,11560,11560540,2,30,04,3
201507,124313,11560,11560540,2,30,05,3
201507,124313,11560,11560540,2,30,06,1
201507,124313,11560,11560540,2,40,00,8
201507,124313,11560,11560540,2,40,01,0
201507,124313,11560,11560540,2,40,02,1
201507,124313,11560,11560540,2,40,03,2
201507,124313,11560,11560540,2,40,04,2
201507,124313,11560,11560540,2,40,05,2
201507,124313,11560,11560540,2,40,06,0
201507,124313,11560,11560540,2,50,00,7
201507,124313,11560,11560540,2,50,01,0
201507,124313,11560,11560540,2,50,02,1
201507,124313,11560,11560540,2,50,03,2
201507,124313,11560,11560540,2,50,04,2
201507,124313,11560,11560540,2,50,05,1
201507,124313,11560,11560540,2,50,06,0
201507,124313,11560,11560540,2,60,00,5
201507,124313,11560,11560540,2,60,01,0
201507,124313,11560,11560540,2,60,02,1
201507,124313,11560,11560540,2,60,03,1
201507,124313,11560,11560540,2,60,04,1
201507,124313,11560,11560540,2,60,05,1
201507,124313,11560,11560540,2,60,06,0
201507,124314,11560,11560540,1,00,00,444
201507,124314,11560,11560540,1,00,01,2
201507,124314,11560,11560540,1,00,02,73
201507,124314,11560,11560540,1,00,03,104
201507,124314,11560,11560540,1,00,04,113
201507,124314,11560,11560540,1,00,05,122
201507,124314,11560,11560540,1,00,06,30
201507,124314,11560,11560540,1,10,00,3
201507,124314,11560,11560540,1,10,01,0
201507,124314,11560,11560540,1,10,02,0
201507,124314,11560,11560540,1,10,03,0
201507,124314,11560,11560540,1,10,04,0
201507,124314,11560,11560540,1,10,05,1
201507,124314,11560,11560540,1,10,06,1
201507,124314,11560,11560540,1,20,00,62
201507,124314,11560,11560540,1,20,01,0
201507,124314,11560,11560540,1,20,02,8
201507,124314,11560,11560540,1,20,03,12
201507,124314,11560,11560540,1,20,04,13
201507,124314,11560,11560540,1,20,05,20
201507,124314,11560,11560540,1,20,06,8
201507,124314,11560,11560540,1,30,00,141
201507,124314,11560,11560540,1,30,01,1
201507,124314,11560,11560540,1,30,02,23
201507,124314,11560,11560540,1,30,03,32
201507,124314,11560,11560540,1,30,04,35
201507,124314,11560,11560540,1,30,05,41
201507,124314,11560,11560540,1,30,06,10
201507,124314,11560,11560540,1,40,00,131
201507,124314,11560,11560540,1,40,01,0
201507,124314,11560,11560540,1,40,02,22
201507,124314,11560,11560540,1,40,03,32
201507,124314,11560,11560540,1,40,04,35
201507,124314,11560,11560540,1,40,05,35
201507,124314,11560,11560540,1,40,06,7
201507,124314,11560,11560540,1,50,00,80
201507,124314,11560,11560540,1,50,01,0
201507,124314,11560,11560540,1,50,02,14
201507,124314,11560,11560540,1,50,03,20
201507,124314,11560,11560540,1,50,04,22
201507,124314,11560,11560540,1,50,05,19
201507,124314,11560,11560540,1,50,06,4
201507,124314,11560,11560540,1,60,00,27
201507,124314,11560,11560540,1,60,01,0
201507,124314,11560,11560540,1,60,02,5
201507,124314,11560,11560540,1,60,03,8
201507,124314,11560,11560540,1,60,04,8
201507,124314,11560,11560540,1,60,05,5
201507,124314,11560,11560540,1,60,06,1
201507,124314,11560,11560540,2,00,00,160
201507,124314,11560,11560540,2,00,01,2
201507,124314,11560,11560540,2,00,02,21
201507,124314,11560,11560540,2,00,03,41
201507,124314,11560,11560540,2,00,04,44
201507,124314,11560,11560540,2,00,05,42
201507,124314,11560,11560540,2,00,06,11
201507,124314,11560,11560540,2,10,00,7
201507,124314,11560,11560540,2,10,01,0
201507,124314,11560,11560540,2,10,02,1
201507,124314,11560,11560540,2,10,03,2
201507,124314,11560,11560540,2,10,04,2
201507,124314,11560,11560540,2,10,05,2
201507,124314,11560,11560540,2,10,06,1
201507,124314,11560,11560540,2,20,00,30
201507,124314,11560,11560540,2,20,01,1
201507,124314,11560,11560540,2,20,02,2
201507,124314,11560,11560540,2,20,03,4
201507,124314,11560,11560540,2,20,04,7
201507,124314,11560,11560540,2,20,05,12
201507,124314,11560,11560540,2,20,06,4
201507,124314,11560,11560540,2,30,00,47
201507,124314,11560,11560540,2,30,01,1
201507,124314,11560,11560540,2,30,02,4
201507,124314,11560,11560540,2,30,03,12
201507,124314,11560,11560540,2,30,04,14
201507,124314,11560,11560540,2,30,05,14
201507,124314,11560,11560540,2,30,06,3
201507,124314,11560,11560540,2,40,00,34
201507,124314,11560,11560540,2,40,01,0
201507,124314,11560,11560540,2,40,02,5
201507,124314,11560,11560540,2,40,03,10
201507,124314,11560,11560540,2,40,04,10
201507,124314,11560,11560540,2,40,05,7
201507,124314,11560,11560540,2,40,06,1
201507,124314,11560,11560540,2,50,00,26
201507,124314,11560,11560540,2,50,01,0
201507,124314,11560,11560540,2,50,02,6
201507,124314,11560,11560540,2,50,03,8
201507,124314,11560,11560540,2,50,04,7
201507,124314,11560,11560540,2,50,05,5
201507,124314,11560,11560540,2,50,06,1
201507,124314,11560,11560540,2,60,00,15
201507,124314,11560,11560540,2,60,01,0
201507,124314,11560,11560540,2,60,02,4
201507,124314,11560,11560540,2,60,03,5
201507,124314,11560,11560540,2,60,04,4
201507,124314,11560,11560540,2,60,05,2
201507,124314,11560,11560540,2,60,06,0
201507,124366,11560,11560540,1,00,00,1175
201507,124366,11560,11560540,1,00,01,9
201507,124366,11560,11560540,1,00,02,182
201507,124366,11560,11560540,1,00,03,315
201507,124366,11560,11560540,1,00,04,297
201507,124366,11560,11560540,1,00,05,292
201507,124366,11560,11560540,1,00,06,81
201507,124366,11560,11560540,1,10,00,0
201507,124366,11560,11560540,1,10,01,0
201507,124366,11560,11560540,1,10,02,0
201507,124366,11560,11560540,1,10,03,0
201507,124366,11560,11560540,1,10,04,0
201507,124366,11560,11560540,1,10,05,0
201507,124366,11560,11560540,1,10,06,0
201507,124366,11560,11560540,1,20,00,162
201507,124366,11560,11560540,1,20,01,1
201507,124366,11560,11560540,1,20,02,23
201507,124366,11560,11560540,1,20,03,41
201507,124366,11560,11560540,1,20,04,40
201507,124366,11560,11560540,1,20,05,46
201507,124366,11560,11560540,1,20,06,12
201507,124366,11560,11560540,1,30,00,366
201507,124366,11560,11560540,1,30,01,4
201507,124366,11560,11560540,1,30,02,58
201507,124366,11560,11560540,1,30,03,95
201507,124366,11560,11560540,1,30,04,86
201507,124366,11560,11560540,1,30,05,96
201507,124366,11560,11560540,1,30,06,27
201507,124366,11560,11560540,1,40,00,333
201507,124366,11560,11560540,1,40,01,2
201507,124366,11560,11560540,1,40,02,50
201507,124366,11560,11560540,1,40,03,89
201507,124366,11560,11560540,1,40,04,85
